,Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category
5959,208,0,Non Existing Client,1984-03-18,2011-04-14,NP_Client,University,Single,0.0,25,43.2,3.0,C,2011-04-05,Branch,Old rent,2,2013-01-21,K
5960,9121,0,Non Existing Client,1958-09-09,2012-03-27,NP_Client,University,Married,3.0,1,36.0,1.0,C,2012-03-29,Sales,Owned,1,2013-02-20,B
5961,98,0,Existing Client,1985-01-11,2009-12-08,P_Client,University,Single,0.0,4,30.357,2.0,C,2011-05-22,Branch,Parents,1,2013-02-06,G
5971,1858,0,Existing Client,1981-08-24,2006-06-03,NP_Client,University,Married,2.0,2,36.0,6.0,C,2011-08-08,Branch,New rent,1,2013-05-30,L
5972,2904,0,Existing Client,1983-08-29,2010-09-08,NP_Client,University,Married,0.0,22,18.0,2.0,C,2011-09-13,Sales,Owned,1,2012-08-15,B
5982,2163,0,Existing Client,1973-04-11,2011-07-07,NP_Client,University,Married,0.0,37,20.0,1.0,C,2011-07-31,Sales,Old rent,1,2012-01-08,B
5987,2906,0,Existing Client,1969-08-17,2010-08-18,NP_Client,University,Married,3.0,1,18.0,2.0,C,2011-09-14,Sales,Owned,2,2012-12-08,B
5988,880,0,Non Existing Client,1951-12-20,2011-06-06,NP_Client,University,Divorced,0.0,1,36.0,1.0,C,2011-06-13,Sales,Owned,1,2013-01-29,B
5989,675,0,Existing Client,1951-05-31,2011-01-27,NP_Client,University,Married,0.0,1,18.0,1.0,C,2011-05-31,Sales,Owned,1,2012-09-18,B
5998,4047,1,Non Existing Client,1983-12-10,2011-04-10,NP_Client,Master/PhD,Married,1.0,5,18.0,2.0,G,2011-10-10,Sales,Owned,1,2012-07-13,C
6005,6928,0,Existing Client,1980-02-06,2005-03-29,NP_Client,University,Single,0.0,30,80.0,8.0,C,2012-02-14,Branch,Owned,2,2012-11-24,J
6007,6318,0,Non Existing Client,1971-08-24,2011-12-19,NP_Client,University,Married,2.0,10,36.0,1.0,C,2012-03-01,Sales,Owned,1,2013-05-14,D
6011,5790,0,Non Existing Client,1978-08-07,2011-12-14,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-12-21,Sales,Owned,1,2012-12-16,B
6012,1033,0,Non Existing Client,1984-02-22,2011-06-13,NP_Client,Master/PhD,Married,0.0,1,20.0,1.0,C,2011-06-23,Sales,Owned,1,2013-05-30,B
6021,711,0,Existing Client,1974-09-22,2011-05-22,P_Client,University,Married,0.0,10,36.0,10.0,C,2011-06-14,Branch,Owned,3,2012-11-03,B
6033,2027,0,Existing Client,1979-03-23,2010-05-07,NP_Client,University,Married,0.0,10,36.0,10.0,G,2011-08-21,Sales,Owned,1,2013-02-26,C
6037,177,0,Existing Client,1980-01-01,2011-04-28,NP_Client,University,Married,2.0,7,68.892,7.0,C,2011-11-05,Branch,Owned,1,2012-03-28,L
6040,2679,0,Non Existing Client,1989-10-31,2011-08-25,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-08-27,Sales,Owned,2,2013-12-03,D
6051,8998,0,Existing Client,1963-06-10,2012-01-19,NP_Client,Master/PhD,Married,3.0,5,18.0,10.0,C,2012-03-28,Sales,Owned,2,2013-03-20,C
6053,1522,1,Non Existing Client,1987-03-20,2011-12-07,NP_Client,University,Married,1.0,1,20.0,1.0,C,2011-07-16,Sales,Owned,1,2012-08-15,D
6057,1573,0,Non Existing Client,1988-09-25,2011-06-26,NP_Client,University,Single,0.0,23,23.328000000000003,0.0,C,2011-07-18,Branch,Owned,1,2013-01-27,B
6064,815,0,Non Existing Client,1985-08-16,2011-01-06,NP_Client,University,Divorced,0.0,12,43.2,1.0,C,2011-07-06,Sales,Owned,1,2013-05-30,K
6065,728,0,Non Existing Client,1984-08-24,2011-05-29,NP_Client,University,Married,0.0,1,18.0,1.0,C,2011-05-31,Sales,Owned,1,2012-09-26,B
6069,1566,0,Non Existing Client,1963-03-10,2011-07-14,NP_Client,University,Married,2.0,6,36.0,1.0,C,2011-07-19,Sales,Owned,2,2012-10-14,B
6071,4941,0,Non Existing Client,1985-03-16,2011-10-11,NP_Client,University,Single,0.0,15,30.0,1.0,G,2011-11-15,Sales,Owned,1,2013-10-03,C
6077,1079,1,Non Existing Client,1979-01-06,2011-06-26,NP_Client,University,Married,0.0,3,36.0,3.0,C,2011-06-27,Sales,Owned,1,2012-02-29,B
6080,4689,1,Existing Client,1986-05-22,2011-10-13,NP_Client,University,Single,0.0,26,36.0,1.0,C,2011-11-14,Sales,Owned,1,2012-08-30,K
6082,8578,0,Non Existing Client,1964-05-18,2012-03-20,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-03-21,Sales,Owned,1,2013-05-20,B
6083,6914,1,Existing Client,1980-06-10,2006-02-07,NP_Client,University,Married,0.0,6,25.0,1.0,C,2012-05-01,Sales,Owned,1,2012-11-29,B
6088,5008,0,Non Existing Client,1980-11-09,2011-11-17,NP_Client,University,Married,0.0,10,36.0,3.0,C,2011-11-22,Sales,Owned,2,2012-08-13,B
6092,7546,0,Non Existing Client,1976-12-19,2012-02-16,NP_Client,University,Married,2.0,10,36.0,1.0,C,2012-02-19,Sales,Owned,1,2013-02-17,B
6093,3734,0,Existing Client,1983-03-13,2009-12-24,P_Client,University,Single,0.0,22,18.0,2.0,C,2011-09-27,Sales,Owned,2,2012-11-08,D
6094,4926,1,Non Existing Client,1965-05-20,2011-11-13,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-11-14,Sales,Owned,2,2012-09-30,B
6098,745,0,Existing Client,1988-01-06,2011-01-06,NP_Client,University,Married,2.0,23,25.5,5.0,C,2011-08-06,Sales,Old rent,1,2012-10-31,L
6101,3179,0,Non Existing Client,1978-11-25,2011-08-21,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-09-13,Sales,Owned,1,2013-04-30,B
6107,8352,0,Non Existing Client,1965-07-31,2012-06-03,NP_Client,Master/PhD,Married,2.0,2,18.0,2.0,C,2012-11-03,Sales,Owned,2,2012-12-24,B
6113,7080,0,Existing Client,1967-02-23,2010-11-23,P_Client,University,Married,3.0,10,36.0,3.0,C,2012-02-15,Sales,Owned,2,2013-06-02,B
6116,1422,0,Non Existing Client,1975-11-27,2011-03-07,NP_Client,University,Married,2.0,20,42.0,1.0,C,2011-06-07,Sales,Owned,1,2013-05-30,K
6121,6820,0,Non Existing Client,1955-11-23,2012-01-16,NP_Client,University,Married,2.0,5,60.0,12.0,C,2012-01-24,Branch,Owned,2,2013-02-18,D
6124,105,1,Existing Client,1956-11-25,2009-11-25,NP_Client,University,Married,3.0,20,18.0,1.0,C,2011-08-05,Sales,Old rent,1,2012-05-31,B
6126,364,0,Non Existing Client,1971-12-04,2011-05-17,NP_Client,University,Married,3.0,10,18.0,1.0,C,2011-05-18,Sales,Owned,1,2013-01-13,B
6128,8055,1,Existing Client,1968-11-16,2012-02-02,NP_Client,University,Single,0.0,43,60.0,6.0,C,2012-01-03,Branch,Old rent,1,2012-10-31,L
6134,1484,0,Non Existing Client,1986-06-06,2011-06-16,NP_Client,University,Single,0.0,24,28.56,6.0,C,2011-11-07,Branch,Owned,1,2012-06-18,K
6138,6539,1,Non Existing Client,1977-05-30,2012-04-01,NP_Client,University,Married,2.0,10,15.6,1.0,C,2012-11-01,Branch,Owned,1,2012-10-31,B
6139,2102,0,Existing Client,1981-08-21,2011-06-03,NP_Client,University,Married,1.0,5,80.0,3.0,C,2011-08-15,Branch,Owned,2,2012-05-31,D
6140,1063,1,Non Existing Client,1978-09-25,2011-06-20,NP_Client,University,Married,1.0,15,30.0,1.0,C,2011-06-23,Sales,Owned,1,2012-07-31,B
6143,3366,1,Non Existing Client,1990-04-20,2011-09-15,NP_Client,University,Single,0.0,3,20.0,1.0,C,2011-09-27,Sales,Owned,1,2012-11-29,B
6149,4860,0,Non Existing Client,1987-10-29,2011-03-11,NP_Client,University,Single,0.0,1,20.0,1.0,C,2011-09-11,Sales,Owned,1,2013-04-17,B
6150,4159,0,Non Existing Client,1958-01-30,2011-10-13,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-10-16,Sales,Owned,1,2012-09-19,B
6153,7875,0,Existing Client,1979-09-14,2008-07-09,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-03-14,Sales,Owned,1,2012-05-12,B
6156,1611,0,Non Existing Client,1958-12-13,2011-07-17,NP_Client,University,Married,2.0,7,360.0,10.0,C,2011-07-20,Sales,Owned,2,2013-02-20,B
6161,696,0,Existing Client,1981-03-24,2011-11-05,NP_Client,University,Single,0.0,20,45.0,3.0,C,2011-01-06,Branch,Owned,1,2013-05-30,L
6171,6842,1,Non Existing Client,1988-03-03,2012-01-24,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-01-26,Sales,Owned,1,2012-08-30,B
6176,4698,1,Existing Client,1982-08-10,2011-10-18,NP_Client,University,Married,1.0,1,36.0,1.0,C,2011-11-29,Sales,Owned,1,2012-12-31,B
6181,377,0,Non Existing Client,1974-09-17,2011-05-17,NP_Client,University,Married,2.0,5,36.0,1.0,C,2011-05-18,Sales,Owned,1,2012-05-12,D
6183,4597,0,Existing Client,1969-10-20,2009-12-13,NP_Client,Master/PhD,Married,0.0,8,20.0,1.0,C,2011-11-15,Sales,Owned,1,2011-12-15,C
6184,2225,0,Non Existing Client,1987-08-13,2011-07-19,NP_Client,University,Single,0.0,12,18.0,2.0,C,2011-07-27,Sales,Owned,2,2013-10-04,D
6185,8766,1,Non Existing Client,1963-05-20,2012-02-27,NP_Client,University,Married,1.0,22,18.0,2.0,C,2012-02-29,Sales,Owned,2,2013-04-30,B
6187,2912,0,Existing Client,1959-05-17,2010-08-30,NP_Client,University,Married,7.0,21,21.0,1.0,C,2011-12-09,Sales,Owned,1,2012-08-27,C
6188,6593,1,Non Existing Client,1984-08-28,2012-12-01,NP_Client,University,Single,0.0,22,18.0,2.0,C,2012-01-17,Sales,Owned,1,2012-12-31,B
6193,8615,0,Non Existing Client,1974-04-07,2012-03-20,NP_Client,University,Married,2.0,2,18.0,2.0,C,2012-03-22,Sales,Owned,1,2013-02-05,B
6197,996,0,Non Existing Client,1973-01-06,2011-06-19,NP_Client,University,Married,2.0,15,30.0,1.0,C,2011-06-20,Sales,Owned,1,2013-04-28,B
6198,2591,0,Non Existing Client,1977-02-11,2011-08-21,NP_Client,University,Married,0.0,4,72.0,4.0,C,2011-08-22,Branch,Owned,2,2012-09-27,B
6204,8225,1,Non Existing Client,1982-05-23,2012-02-27,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-04-03,Sales,Owned,1,2012-11-10,B
6206,5608,0,Non Existing Client,1949-05-04,2011-07-12,NP_Client,University,Married,2.0,10,18.0,2.0,C,2011-08-12,Sales,Owned,1,2012-10-31,B
6209,8917,0,Existing Client,1981-03-07,2009-09-16,NP_Client,University,Married,3.0,3,42.0,4.0,C,2012-03-04,Branch,Owned,1,2013-03-21,L
6210,3113,0,Existing Client,1982-08-20,2011-08-09,NP_Client,University,Married,3.0,5,216.0,2.0,C,2011-09-13,Branch,Owned,2,2012-08-26,D
6218,3492,1,Non Existing Client,1984-11-30,2011-09-25,NP_Client,University,Single,0.0,5,18.0,2.0,C,2011-09-26,Sales,Owned,1,2012-11-29,D
6221,1005,0,Non Existing Client,1977-09-16,2011-09-06,NP_Client,University,Married,2.0,15,30.0,1.0,C,2011-06-20,Sales,Owned,1,2012-10-10,B
6224,6669,0,Non Existing Client,1984-05-07,2012-10-01,NP_Client,University,Single,0.0,10,36.0,3.0,C,2012-01-17,Sales,Owned,3,2012-09-26,K
6228,4655,0,Existing Client,1977-08-28,2011-08-08,P_Client,University,Married,2.0,6,18.0,2.0,C,2011-11-24,Sales,Owned,1,2012-09-17,B
6230,9207,1,Non Existing Client,1976-10-06,2012-02-04,NP_Client,University,Single,0.0,20,170.0,0.0,G,2012-04-04,Branch,Owned,1,2012-11-29,B
6239,39,0,Existing Client,1956-12-05,2007-10-06,NP_Client,Master/PhD,Widowed,0.0,1,18.0,1.0,C,2011-10-05,Branch,Owned,1,2012-12-04,B
6240,5197,0,Existing Client,1977-07-07,2009-04-15,NP_Client,University,Married,2.0,1,36.0,1.0,G,2011-12-27,Sales,Owned,1,2012-11-10,C
6242,7147,0,Existing Client,1968-10-18,2012-12-01,NP_Client,University,Married,0.0,15,60.0,1.0,C,2012-12-02,Sales,Owned,2,2013-03-26,L
6252,4687,1,Existing Client,1978-01-07,2011-10-13,NP_Client,University,Single,0.0,24,36.0,2.0,C,2011-10-27,Branch,Owned,1,2012-12-31,L
6257,997,0,Non Existing Client,1978-09-30,2011-06-15,NP_Client,University,Married,0.0,20,20.0,1.0,C,2011-06-20,Branch,Owned,1,2012-04-06,B
6268,8287,0,Non Existing Client,1958-03-02,2012-04-03,NP_Client,Master/PhD,Married,2.0,21,18.0,2.0,G,2012-06-03,Sales,Owned,1,2012-07-27,C
6271,6049,0,Existing Client,1952-12-24,2009-07-10,NP_Client,University,Married,0.0,1,25.0,1.0,C,2012-03-01,Sales,Owned,1,2012-07-08,B
6272,2568,0,Non Existing Client,1966-10-12,2011-08-17,NP_Client,University,Married,2.0,15,30.0,1.0,C,2011-08-21,Sales,Owned,1,2012-11-12,B
6281,7279,0,Non Existing Client,1968-12-31,2012-02-02,NP_Client,University,Single,0.0,2,18.0,2.0,C,2012-11-02,Sales,Owned,1,2012-05-06,B
6288,4871,1,Non Existing Client,1964-09-12,2011-09-11,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-10-11,Sales,Owned,1,2012-12-03,B
6300,8637,0,Non Existing Client,1979-10-01,2012-03-19,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-03-26,Sales,Owned,1,2012-05-11,B
6304,1340,1,Existing Client,1976-05-20,2011-05-30,NP_Client,University,Married,1.0,35,38.4,1.0,C,2011-07-30,Sales,Owned,2,2012-10-31,L
6305,1637,0,Non Existing Client,1965-12-03,2011-07-17,NP_Client,University,Married,0.0,20,18.0,2.0,C,2011-07-21,Branch,Owned,2,2012-08-04,B
6315,252,0,Non Existing Client,1989-02-24,2011-02-05,NP_Client,University,Single,0.0,20,36.0,7.0,C,2011-10-05,Sales,Parents,2,2013-03-24,B
6318,8294,0,Non Existing Client,1973-06-23,2012-05-03,NP_Client,University,Married,0.0,10,36.0,2.0,C,2012-07-03,Sales,Owned,2,2013-03-26,B
6333,3954,1,Existing Client,1981-08-08,2011-03-10,NP_Client,University,Married,0.0,2,67.6,1.0,C,2011-10-16,Sales,Owned,1,2012-06-28,L
6338,2185,0,Existing Client,1988-01-08,2011-07-19,NP_Client,University,Single,0.0,9,18.0,2.0,C,2011-07-29,Sales,Owned,1,2013-09-01,B
6341,8320,1,Non Existing Client,1969-09-11,2012-07-03,NP_Client,University,Married,0.0,1,36.0,10.0,C,2012-08-03,Sales,Owned,1,2012-12-31,B
6343,3683,1,Existing Client,1988-01-10,2009-02-19,NP_Client,University,Married,0.0,23,24.0,1.0,C,2011-09-26,Sales,Old rent,1,2012-09-30,L
6345,183,0,Non Existing Client,1985-08-11,2011-02-05,NP_Client,University,Single,0.0,10,20.0,1.0,C,2011-04-05,Branch,Owned,1,2012-01-03,B
6347,2850,0,Existing Client,1974-02-28,2009-08-30,NP_Client,University,Married,0.0,15,50.0,1.0,C,2011-09-18,Sales,Owned,1,2012-07-25,B
6356,8762,0,Non Existing Client,1963-03-13,2012-03-13,NP_Client,University,Married,0.0,1,360.0,1.0,C,2012-03-14,Sales,Owned,1,2013-05-25,B
6357,4138,1,Non Existing Client,1986-11-03,2011-09-10,NP_Client,University,Single,0.0,1,79.992,1.0,C,2011-10-13,Sales,Owned,1,2012-10-31,K
6371,9531,0,Non Existing Client,1961-12-26,2012-04-23,NP_Client,University,Married,2.0,10,36.0,3.0,C,2012-04-24,Sales,Owned,2,2013-04-14,D
6373,7643,0,Non Existing Client,1968-10-26,2012-02-21,NP_Client,University,Married,0.0,15,36.0,1.0,G,2012-02-22,Sales,Owned,2,2012-11-18,B
6376,217,0,Non Existing Client,1988-09-21,2011-03-05,NP_Client,University,Single,0.0,20,30.0,1.0,C,2011-04-05,Branch,Owned,2,2012-03-06,B
6380,5212,0,Existing Client,1978-05-19,2009-09-13,NP_Client,University,Married,2.0,6,25.0,1.0,C,2011-12-20,Sales,Owned,1,2012-08-26,B
6383,9154,0,Non Existing Client,1970-03-06,2012-03-28,NP_Client,University,Married,0.0,10,36.0,18.0,C,2012-01-04,Sales,Owned,2,2013-04-04,B
6388,6074,1,Existing Client,1975-01-01,2010-06-20,NP_Client,University,Widowed,0.0,1,36.0,1.0,C,2012-01-22,Sales,Owned,1,2012-10-09,B
6393,8063,1,Existing Client,1963-08-03,2012-12-02,NP_Client,University,Married,0.0,15,57.6,1.0,C,2012-02-29,Sales,Owned,1,2012-10-31,L
6397,6856,0,Non Existing Client,1962-09-13,2012-01-23,NP_Client,University,Widowed,2.0,20,30.0,20.0,C,2012-01-29,Branch,Owned,1,2013-05-30,B
6403,1619,1,Non Existing Client,1956-01-05,2011-10-07,NP_Client,University,Married,2.0,10,36.0,1.0,C,2011-07-29,Branch,Owned,1,2012-03-29,D
6413,2266,0,Non Existing Client,1982-01-01,2011-07-13,NP_Client,University,Married,0.0,21,31.991999999999997,1.0,C,2011-07-31,Sales,Parents,1,2012-07-08,K
6415,2047,0,Existing Client,1963-09-18,2010-09-15,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-08-21,Sales,Owned,1,2012-02-09,B
6428,236,1,Non Existing Client,1980-08-12,2011-04-05,NP_Client,University,Married,0.0,30,30.0,1.0,C,2011-08-05,Sales,Owned,1,2012-02-29,B
6440,8119,0,Existing Client,1987-04-28,2012-02-28,NP_Client,University,Single,0.0,25,72.0,3.0,C,2012-03-25,Branch,Owned,2,2013-08-01,L
6448,462,0,Non Existing Client,1951-10-30,2011-05-26,NP_Client,University,Married,4.0,10,18.0,35.0,C,2011-05-29,Sales,Owned,1,2013-11-04,B
6453,3419,1,Non Existing Client,1951-07-07,2011-09-18,NP_Client,Master/PhD,Married,0.0,20,20.0,1.0,C,2011-09-21,Branch,Owned,2,2012-05-04,B
6455,6203,1,Existing Client,1985-11-15,2011-12-26,NP_Client,University,Married,0.0,21,3.7,1.0,C,2012-01-16,Branch,Owned,1,2012-11-14,K
6459,5531,1,Non Existing Client,1980-05-13,2011-11-13,NP_Client,University,Single,0.0,29,18.0,1.0,C,2011-06-12,Sales,Owned,1,2012-08-09,B
6460,1718,0,Non Existing Client,1960-04-27,2011-07-18,NP_Client,University,Married,3.0,20,20.0,1.0,C,2011-07-21,Sales,Owned,1,2012-12-26,B
6463,3437,1,Non Existing Client,1966-08-08,2011-09-22,NP_Client,Master/PhD,Married,3.0,5,18.0,20.0,G,2011-09-26,Sales,Owned,1,2012-04-30,C
6466,4452,0,Non Existing Client,1969-08-05,2011-10-25,NP_Client,University,Married,0.0,10,36.0,10.0,C,2011-10-29,Sales,Owned,1,2013-05-21,B
6467,9061,1,Non Existing Client,1972-05-06,2012-03-25,NP_Client,University,Married,0.0,10,36.0,10.0,C,2012-05-04,Sales,Owned,1,2013-02-28,B
6471,595,0,Non Existing Client,1965-01-14,2011-06-22,NP_Client,University,Married,2.0,23,36.0,1.0,C,2011-06-23,Sales,Owned,1,2013-05-20,D
6476,3093,1,Non Existing Client,1967-06-04,2011-06-09,NP_Client,University,Married,3.0,1,20.0,1.0,C,2011-12-09,Branch,Owned,2,2012-05-28,B
6486,5511,1,Non Existing Client,1963-11-28,2011-11-29,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-05-12,Sales,Owned,1,2012-07-31,K
6494,5345,1,Existing Client,1985-01-08,2011-11-17,NP_Client,University,Single,0.0,1,79.8,1.0,C,2011-12-26,Sales,Owned,1,2012-11-18,L
6496,6233,1,Non Existing Client,1973-07-25,2012-01-29,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-01-29,Sales,Owned,1,2012-09-30,B
6500,9319,1,Non Existing Client,1975-05-28,2012-10-04,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-11-04,Sales,Owned,1,2012-12-31,B
6501,4932,1,Non Existing Client,1977-01-05,2011-09-11,NP_Client,University,Married,0.0,1,65.28,1.0,C,2011-11-15,Sales,Owned,1,2012-06-28,K
6503,80,1,Existing Client,1987-08-29,2009-03-29,NP_Client,University,Married,0.0,2,42.0,3.0,C,2011-05-30,Sales,New rent,1,2011-11-30,L
6508,3002,0,Existing Client,1967-10-20,2011-08-22,NP_Client,University,Married,2.0,4,120.0,4.0,C,2011-11-09,Branch,Owned,1,2012-03-04,B
6509,4209,0,Non Existing Client,1956-08-04,2011-10-13,NP_Client,University,Married,0.0,10,36.0,1.0,C,2011-10-17,Sales,Owned,2,2012-09-19,D
6511,2381,1,Non Existing Client,1983-07-16,2011-01-08,NP_Client,University,Single,0.0,10,36.0,3.0,G,2011-10-08,Branch,Owned,2,2012-02-28,C
6512,8313,1,Non Existing Client,1986-07-29,2012-06-03,NP_Client,University,Single,0.0,15,36.0,1.0,C,2012-07-03,Sales,Owned,1,2013-02-28,B
6517,3003,1,Existing Client,1987-08-15,2011-08-23,NP_Client,University,Single,0.0,24,46.2,1.0,C,2011-09-21,Sales,Old rent,1,2012-06-28,L
6521,3795,1,Existing Client,1972-09-01,2011-01-18,NP_Client,Master/PhD,Married,2.0,10,50.0,10.0,C,2011-10-18,Sales,Owned,1,2013-01-31,M
6522,267,0,Existing Client,1977-02-07,2011-10-05,NP_Client,University,Single,0.0,33,90.0,2.0,C,2011-05-17,Branch,Old rent,2,2012-03-18,L
6523,791,0,Non Existing Client,1951-12-09,2011-01-06,NP_Client,Master/PhD,Married,2.0,10,18.0,3.0,C,2011-05-06,Branch,Owned,2,2012-07-17,B
6524,7501,1,Non Existing Client,1970-01-03,2012-07-02,NP_Client,University,Married,2.0,11,18.0,2.0,G,2012-02-20,Sales,Owned,1,2012-11-29,C
6529,5990,0,Existing Client,1985-01-21,2007-06-18,P_Client,University,Married,0.0,2,99.456,5.0,C,2012-01-24,Sales,Owned,1,2013-05-30,H
6530,76,0,Existing Client,1973-09-20,2009-03-25,NP_Client,University,Married,2.0,15,48.0,1.0,C,2011-05-17,Branch,Owned,1,2012-04-26,B
6537,4738,1,Non Existing Client,1969-09-13,2011-10-24,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-10-26,Sales,Owned,1,2012-06-28,B
6541,7956,0,Existing Client,1965-07-10,2010-03-05,NP_Client,University,Married,3.0,10,500.0,5.0,P,2012-03-14,Branch,Owned,1,2013-05-23,E
6548,5501,1,Non Existing Client,1953-11-12,2011-04-12,NP_Client,University,Married,2.0,23,25.0,1.0,C,2011-05-12,Sales,Old rent,1,2012-07-01,B
6562,5153,0,Existing Client,1984-02-22,2007-05-30,NP_Client,University,Single,0.0,5,47.688,3.0,C,2011-01-12,Branch,Parents,1,2013-02-01,J
6565,1244,0,Existing Client,1965-02-19,2009-03-22,NP_Client,University,Married,2.0,10,20.0,1.0,C,2011-07-20,Sales,Owned,1,2013-04-17,B
6570,8747,1,Non Existing Client,1983-09-22,2012-03-25,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-03-27,Sales,Owned,1,2012-11-29,B
6578,2640,0,Non Existing Client,1959-01-11,2011-08-23,NP_Client,University,Married,0.0,20,36.0,20.0,C,2011-08-24,Branch,Owned,2,2012-03-04,B
6580,3514,1,Non Existing Client,1985-06-11,2011-09-26,NP_Client,University,Married,0.0,10,36.0,2.0,C,2011-09-27,Sales,Owned,1,2012-05-31,D
6582,5117,1,Existing Client,1964-10-07,2004-09-24,NP_Client,University,Married,0.0,10,36.0,3.0,C,2011-10-29,Sales,Owned,1,2012-06-28,D
6614,365,1,Non Existing Client,1969-03-27,2011-05-17,NP_Client,University,Married,2.0,12,18.0,2.0,C,2011-05-18,Sales,Owned,1,2013-05-16,B
6624,5796,1,Non Existing Client,1984-08-07,2011-12-14,NP_Client,University,Married,1.0,1,25.0,1.0,C,2011-12-20,Sales,Owned,1,2012-11-29,B
6628,6182,0,Existing Client,1972-10-16,2011-12-14,NP_Client,University,Married,1.0,10,25.0,1.0,C,2011-12-28,Sales,Owned,1,2013-02-13,B
6629,6891,0,Existing Client,1977-09-02,1999-09-06,NP_Client,University,Single,0.0,35,70.0,5.0,C,2012-01-19,Branch,Parents,2,2013-02-24,B
6632,4552,0,Existing Client,1973-11-06,2008-01-27,P_Client,Diploma,Married,2.0,38,18.0,4.0,C,2011-11-17,Branch,Owned,1,2012-12-23,H
6638,2256,1,Non Existing Client,1974-06-25,2011-07-28,NP_Client,University,Married,0.0,6,20.0,1.0,C,2011-07-31,Sales,Owned,1,2013-05-30,B
6649,483,0,Existing Client,1972-06-22,2002-02-25,NP_Client,University,Married,2.0,10,18.0,1.0,C,2011-03-05,Sales,Owned,1,2013-08-04,B
6651,8744,0,Non Existing Client,1976-03-02,2012-03-19,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-03-28,Sales,Owned,1,2013-05-30,B
6655,2207,1,Non Existing Client,1988-07-31,2011-04-07,NP_Client,Secondary or Less,Single,0.0,10,14.4,0.0,C,2011-03-08,Branch,Owned,1,2012-04-30,B
6661,9530,0,Non Existing Client,1979-09-26,2012-04-23,NP_Client,University,Single,0.0,30,18.0,23.0,C,2012-04-24,Sales,Old rent,2,2013-12-02,B
6662,3167,0,Non Existing Client,1966-09-22,2011-05-09,NP_Client,University,Married,4.0,18,23.0,1.0,C,2011-11-09,Branch,Owned,2,2012-07-25,B
6663,4620,0,Existing Client,1988-05-26,2010-05-08,NP_Client,University,Single,0.0,10,40.0,3.0,C,2011-11-14,Branch,Owned,2,2012-03-07,J
6668,1155,0,Existing Client,1955-12-18,1993-12-19,NP_Client,University,Married,1.0,6,324.372,26.0,G,2011-06-23,Branch,Owned,2,2012-09-10,G
6669,7531,1,Non Existing Client,1975-01-01,2012-02-16,NP_Client,University,Married,2.0,10,36.0,6.0,C,2012-02-19,Sales,Owned,1,2013-05-30,B
6673,8840,0,Non Existing Client,1960-05-24,2012-12-04,NP_Client,University,Married,0.0,10,36.0,10.0,C,2012-04-17,Sales,Owned,2,2013-01-22,B
6678,5326,0,Non Existing Client,1976-05-29,2011-10-16,NP_Client,University,Single,2.0,33,28.355999999999998,11.0,C,2011-02-11,Branch,Old rent,1,2013-04-18,K
